Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,Sales of Solar Projects,-,-,-,"Sales of Silicon Wafers, Revenue From Generated Electricity, Sales of Solar Projects",-,-,-,"Sales of solar cells, Processing service fees, Revenue from generated electricity, Sales of solar projects"
Revenue & Margin,Others %,-,-,-,-,-,-,-,-,-,0.0%,-,-,-,0.7%,-,-,-,2.2%
EBITDA,EBITDA ($k),"-3,761,392","-4,434,945","-2,939,852","-1,831,519","-1,666,664","852,947","2,104,014","3,611,325","5,443,980","5,329,252","8,258,557","7,217,308","4,939,022","4,041,964","1,740,376,528","1,739,923,080","1,740,556,111","1,740,293,863"
EBITDA,Stock-Based Comp ($k),"225,727","225,727",0,0,0,0,"862,641","862,641","862,641","862,641","1,000,869","1,000,869","1,000,869","1,000,869","4,671","9,717","9,801","9,801"
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,175.27,180.48,171.06,152.00,135.26,181.74,188.20,149.51,182.20,262.17,221.72,321.80,350.36,281.96,394.02,463.45,306.26,291.94
Capital Structure,O/S Shares,"13,092,547","13,089,334","13,089,334","13,031,007","12,890,580","12,843,131","12,806,431","13,004,792","13,500,088","13,098,920","12,892,930","12,785,407","12,619,984","12,574,324","12,530,877","12,368,393","12,019,664","11,923,461"
Capital Structure,Market Capitalization ($k),"2,294,671","2,362,350","2,239,029","1,980,726","1,743,523","2,334,112","2,410,153","1,944,333","2,459,662","3,434,200","2,858,571","4,114,393","4,421,531","3,545,425","4,937,376","5,732,140","3,681,084","3,480,965"
Capital Structure,Cash ($k),"22,809,510","22,952,988","23,440,345","24,311,821","27,382,593","25,053,762","22,371,099","13,869,567","17,626,962","16,060,679","13,563,594","14,701,590","8,718,953","10,243,500","14,305,664","13,284,511","15,397,981","8,321,415"
Capital Structure,Debt ($k),"53,145,210","53,156,274","49,370,683","50,654,077","48,617,961","47,848,954","49,968,152","47,590,266","53,467,532","56,794,628","53,815,009","56,742,931","48,638,968","47,780,123","57,568,160","52,845,352","46,291,238","37,286,029"
