symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
CYCUW,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/cycu-20260507.htm,True,
CYCUW,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/exhibit991may262026.htm,False,
WAVS,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/cycu-20260507.htm,True,
WAVS,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/exhibit991may262026.htm,False,
WAVSU,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/cycu-20260507.htm,True,
WAVSU,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/exhibit991may262026.htm,False,
CYCU,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/cycu-20260507.htm,True,
CYCU,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/exhibit991may262026.htm,False,
WAVSW,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/cycu-20260507.htm,True,
WAVSW,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/0001868419-26-000032-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1868419/000186841926000032/exhibit991may262026.htm,False,
CVBF,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/354647/000119312526239684/0001193125-26-239684-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/354647/000119312526239684/cvbf-20260520.htm,False,
WTMAR,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/0001213900-26-061113-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/ea0292140-8k_evolution.htm,False,
WTMAR,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/0001213900-26-061113-index.htm,EX-99.1,"PRESS RELEASE DATED MAY 26, 2026",https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/ea029214001ex99-1.htm,False,
WTMA,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/0001213900-26-061113-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/ea0292140-8k_evolution.htm,False,
WTMA,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/0001213900-26-061113-index.htm,EX-99.1,"PRESS RELEASE DATED MAY 26, 2026",https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/ea029214001ex99-1.htm,False,
WTMAU,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/0001213900-26-061113-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/ea0292140-8k_evolution.htm,False,
WTMAU,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/0001213900-26-061113-index.htm,EX-99.1,"PRESS RELEASE DATED MAY 26, 2026",https://www.sec.gov/Archives/edgar/data/1866226/000121390026061113/ea029214001ex99-1.htm,False,
TRMB,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/864749/000086474926000071/0000864749-26-000071-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/864749/000086474926000071/trmb-20260526.htm,False,
ILMN,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1110803/000111080326000124/0001110803-26-000124-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1110803/000111080326000124/ilmn-20260521.htm,False,
TSE,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/0001104659-26-066376-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/tm2615591d1_8k.htm,True,
TSE,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/0001104659-26-066376-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/tm2615591d1_ex99-1.htm,True,
TSEOF,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/0001104659-26-066376-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/tm2615591d1_8k.htm,True,
TSEOF,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/0001104659-26-066376-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/1519061/000110465926066376/tm2615591d1_ex99-1.htm,True,
QTRX,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1503274/000150327426000024/0001503274-26-000024-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1503274/000150327426000024/qtrx-20260514.htm,False,
QTRX,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1503274/000150327426000024/0001503274-26-000024-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1503274/000150327426000024/exhibit101-qtrxx20262605.htm,False,
TTI,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/844965/000084496526000042/0000844965-26-000042-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/844965/000084496526000042/tti-20260522.htm,False,
DTIL,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1357874/000162828026038220/0001628280-26-038220-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1357874/000162828026038220/dtil-20260521.htm,False,
DTIL,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1357874/000162828026038220/0001628280-26-038220-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1357874/000162828026038220/a2019incentiveawardplaneff.htm,False,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/0001213900-26-061109-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/ea0292100-8k_burtech2.htm,True,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/0001213900-26-061109-index.htm,EX-10.1,"LETTER AGREEMENT, DATED MAY 21, 2026, BY AND AMONG THE COMPANY, THE SPONSOR, THE",https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/ea029210001ex10-1.htm,False,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/0001213900-26-061109-index.htm,EX-10.2,"INVESTMENT MANAGEMENT TRUST AGREEMENT, DATED AS OF MAY 21, 2026, BY AND BETWEEN",https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/ea029210001ex10-2.htm,False,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/0001213900-26-061109-index.htm,EX-99.1,"PRESS RELEASE, DATED MAY 21, 2026",https://www.sec.gov/Archives/edgar/data/2098707/000121390026061109/ea029210001ex99-1.htm,False,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1925283/000162828026038219/0001628280-26-038219-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1925283/000162828026038219/lincolninternational-closi.htm,True,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1925283/000162828026038219/0001628280-26-038219-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/1925283/000162828026038219/exhibit101-8xk.htm,True,
None,2026-05-26 00:00:00,https://www.sec.gov/Archives/edgar/data/1925283/000162828026038219/0001628280-26-038219-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/1925283/000162828026038219/exhibit102-8xk.htm,False,
