symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
None,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/2028686/000119312526324265/0001193125-26-324265-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2028686/000119312526324265/ck0002028686-20260728.htm,False,
FLYE,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1975940/000121390026082915/0001213900-26-082915-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1975940/000121390026082915/ea0299672-8k_flye.htm,False,
MLSS,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/855683/000149315226035264/0001493152-26-035264-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/855683/000149315226035264/form8-k.htm,False,
MLSS,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/855683/000149315226035264/0001493152-26-035264-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/855683/000149315226035264/ex99-1.htm,False,
MOSY,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/890394/000121390026082911/0001213900-26-082911-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/890394/000121390026082911/ea0299620-8k_peraso.htm,False,
PRSO,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/890394/000121390026082911/0001213900-26-082911-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/890394/000121390026082911/ea0299620-8k_peraso.htm,False,
INAQ,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/0001493152-26-035260-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/form8-k.htm,False,
INAQ-UN,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/0001493152-26-035260-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/form8-k.htm,False,
INAQ-WT,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/0001493152-26-035260-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/form8-k.htm,False,
INAQU,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/0001493152-26-035260-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/form8-k.htm,False,
AMODW,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/0001493152-26-035260-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/form8-k.htm,False,
AMOD,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/0001493152-26-035260-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1862463/000149315226035260/form8-k.htm,False,
METCI,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea0299533-8k_ramaco.htm,False,
METCI,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,EX-99.1,RAMACO RESOURCES - BROOK MINE CRITICAL MINERALS PROJECT - INITIAL ASSESSMENT REP,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea029953301ex99-1.htm,False,
METC,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea0299533-8k_ramaco.htm,False,
METC,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,EX-99.1,RAMACO RESOURCES - BROOK MINE CRITICAL MINERALS PROJECT - INITIAL ASSESSMENT REP,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea029953301ex99-1.htm,False,
METCB,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea0299533-8k_ramaco.htm,False,
METCB,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,EX-99.1,RAMACO RESOURCES - BROOK MINE CRITICAL MINERALS PROJECT - INITIAL ASSESSMENT REP,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea029953301ex99-1.htm,False,
METCL,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea0299533-8k_ramaco.htm,False,
METCL,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,EX-99.1,RAMACO RESOURCES - BROOK MINE CRITICAL MINERALS PROJECT - INITIAL ASSESSMENT REP,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea029953301ex99-1.htm,False,
METCZ,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea0299533-8k_ramaco.htm,False,
METCZ,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/0001213900-26-082907-index.htm,EX-99.1,RAMACO RESOURCES - BROOK MINE CRITICAL MINERALS PROJECT - INITIAL ASSESSMENT REP,https://www.sec.gov/Archives/edgar/data/1687187/000121390026082907/ea029953301ex99-1.htm,False,
NXLIW,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1527352/000182912626008047/0001829126-26-008047-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1527352/000182912626008047/nexalintec_8k.htm,True,
NXL,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1527352/000182912626008047/0001829126-26-008047-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1527352/000182912626008047/nexalintec_8k.htm,True,
ARAY,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1138723/000143774926024904/0001437749-26-024904-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1138723/000143774926024904/aray20260729_8k.htm,True,
ARAY,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1138723/000143774926024904/0001437749-26-024904-index.htm,EX-10.1,EXHIBIT 10.1,https://www.sec.gov/Archives/edgar/data/1138723/000143774926024904/ex_995022.htm,True,
ARAY,2026-07-29 00:00:00,https://www.sec.gov/Archives/edgar/data/1138723/000143774926024904/0001437749-26-024904-index.htm,EX-10.2,EXHIBIT 10.2,https://www.sec.gov/Archives/edgar/data/1138723/000143774926024904/ex_995040.htm,True,
