symbol,cik,filingDate,acceptedDate,formType,hasFinancials,link,finalLink
TISI,0000318833,2026-08-10 00:00:00,2026-08-10 17:30:16,8-K,True,https://www.sec.gov/Archives/edgar/data/318833/000031883326000053/0000318833-26-000053-index.htm,https://www.sec.gov/Archives/edgar/data/318833/000031883326000053/a8-kex991q2x2026earnings.htm
None,0002100704,2026-08-10 00:00:00,2026-08-10 17:29:26,8-K,True,https://www.sec.gov/Archives/edgar/data/2100704/000149315226036924/0001493152-26-036924-index.htm,https://www.sec.gov/Archives/edgar/data/2100704/000149315226036924/ex99-1.htm
PECO,0001476204,2026-08-10 00:00:00,2026-08-10 17:27:28,8-K,True,https://www.sec.gov/Archives/edgar/data/1476204/000147620426000042/0001476204-26-000042-index.htm,https://www.sec.gov/Archives/edgar/data/1476204/000147620426000042/august2026atmrefreshsalesa.htm
UGI,0000884614,2026-08-10 00:00:00,2026-08-10 17:26:30,8-K,False,https://www.sec.gov/Archives/edgar/data/884614/000110465926093478/0001104659-26-093478-index.htm,https://www.sec.gov/Archives/edgar/data/884614/000110465926093478/ugi-20260804x8k.htm
UGIC,0000884614,2026-08-10 00:00:00,2026-08-10 17:26:30,8-K,False,https://www.sec.gov/Archives/edgar/data/884614/000110465926093478/0001104659-26-093478-index.htm,https://www.sec.gov/Archives/edgar/data/884614/000110465926093478/ugi-20260804x8k.htm
CWCO,0000928340,2026-08-10 00:00:00,2026-08-10 17:26:19,8-K,True,https://www.sec.gov/Archives/edgar/data/928340/000110465926093477/0001104659-26-093477-index.htm,https://www.sec.gov/Archives/edgar/data/928340/000110465926093477/cwco-20260810xex99d1.htm
TNON,0001560293,2026-08-10 00:00:00,2026-08-10 17:26:07,8-K,False,https://www.sec.gov/Archives/edgar/data/1560293/000121390026087352/0001213900-26-087352-index.htm,https://www.sec.gov/Archives/edgar/data/1560293/000121390026087352/ea0301424-8k_tenon.htm
IAUX,0001853962,2026-08-10 00:00:00,2026-08-10 17:25:48,8-K,False,https://www.sec.gov/Archives/edgar/data/1853962/000162828026055373/0001628280-26-055373-index.htm,https://www.sec.gov/Archives/edgar/data/1853962/000162828026055373/iaux-20260810.htm
NCL,0001923780,2026-08-10 00:00:00,2026-08-10 17:25:09,8-K,False,https://www.sec.gov/Archives/edgar/data/1923780/000157587226000562/0001575872-26-000562-index.htm,https://www.sec.gov/Archives/edgar/data/1923780/000157587226000562/ncl121_8k.htm
SOC,0001831481,2026-08-10 00:00:00,2026-08-10 17:23:53,8-K,False,https://www.sec.gov/Archives/edgar/data/1831481/000183148126000105/0001831481-26-000105-index.htm,https://www.sec.gov/Archives/edgar/data/1831481/000183148126000105/socc-20260810.htm
