Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years)
Header,Fiscal Period,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1,2022-Q4,2022-Q3,2022-Q2,2022-Q1,2021-Q4,2021-Q3,2021-Q2,2021-Q1,2020-Q4
Header,Statement Date,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Header,Filing Date,2025-02-20,2024-10-31,2024-08-01,2024-05-02,2024-02-22,2023-11-02,2023-08-03,2023-05-04,2023-02-24,2022-11-04,2022-08-04,2022-05-05,2022-02-28,2021-11-04,2021-08-05,2021-05-06,2021-02-26
Revenue & Margin,Segment-1,Maintenance,-,-,-,License and Service,-,-,-,License and Service,-,-,-,Term Licenses And Other,-,-,-,Term Licenses
Revenue & Margin,Segment-1 %,59.3%,-,-,-,33.2%,-,-,-,33.2%,-,-,-,53.2%,-,-,-,47.8%
Revenue & Margin,Segment-2,Perpetual Licenses,-,-,-,License and Maintenance,-,-,-,License and Maintenance,-,-,-,Maintenance,-,-,-,Maintenance
Revenue & Margin,Segment-2 %,16.8%,-,-,-,31.6%,-,-,-,31.3%,-,-,-,23.1%,-,-,-,24.9%
Revenue & Margin,Segment-3,Software Related Services,-,-,-,License,-,-,-,License,-,-,-,Perpetual Licenses,-,-,-,Client Engineering Services
Revenue & Margin,Segment-3 %,9.2%,-,-,-,22.6%,-,-,-,22.5%,-,-,-,7.8%,-,-,-,9.4%
Revenue & Margin,Others,"Client Engineering Services, Professional Software Services, Other Product And Service",-,-,-,"Maintenance And Other Services, Client Engineering Services, Software Related Services, Other",-,-,-,"Maintenance And Other Services, Software Related Service, Client Engineering Services, Other Product And Service",-,-,-,"Client Engineering Services, Software Related Services, Other Product And Service, Professional Software Services",-,-,-,"Perpetual Licenses, Software Related Services, Professional Software Services, Other Product And Service"
Revenue & Margin,Others %,14.7%,-,-,-,12.6%,-,-,-,12.9%,-,-,-,15.9%,-,-,-,17.9%
Revenue & Margin,Revenue Total ($k),"665,788","644,660","627,213","619,579","612,701","601,631","586,979","578,474","572,221","552,585","554,541","541,797","532,179","524,823","509,972","488,621","469,921"
Revenue & Margin,Rev-CoGS / Rev,80.11%,80.11%,79.70%,80.64%,80.12%,78.98%,78.65%,78.56%,78.52%,77.95%,77.38%,76.40%,75.63%,75.31%,75.08%,75.39%,74.19%
Revenue & Margin,Rev-CoGS-SG&A / Rev,38.89%,41.06%,39.85%,40.65%,39.80%,37.00%,35.18%,34.47%,34.34%,33.01%,34.61%,34.41%,33.50%,34.15%,33.68%,33.76%,32.08%
Revenue & Margin,Rev-CoGs-SG&A-Other.OpEx / Rev,2.54%,4.42%,3.44%,2.58%,0.04%,-1.42%,-3.80%,-2.22%,0.47%,-1.17%,3.00%,2.74%,2.32%,2.86%,2.65%,3.65%,2.49%
Revenue & Margin,Net Income / Rev,2.13%,5.10%,4.26%,1.55%,-1.46%,-2.75%,-7.74%,-9.84%,-7.59%,-10.30%,-5.73%,-2.15%,-1.65%,-0.99%,-1.10%,-0.44%,-2.23%
EBITDA,Net Income ($k),"14,175","32,854","26,713","9,580","-8,926","-16,536","-45,422","-56,916","-43,429","-56,891","-31,752","-11,626","-8,794","-5,199","-5,595","-2,170","-10,500"
EBITDA,D & A ($k),"42,164","40,973","39,193","38,993","39,124","40,683","39,173","37,568","35,504","30,381","28,283","26,644","25,644","26,245","25,693","24,832","23,806"
EBITDA,Net Interest Expense ($k),"-17,159","-16,653","-15,362","-13,526","-10,739","-5,583","-2,431",270,"2,214","3,755","6,934","9,677","12,065","12,006","11,903","11,374","10,560"
EBITDA,Tax Provision ($k),"18,455","19,685","9,794","19,082","21,545","11,577","22,697","17,918","15,216","19,090","17,533","14,995","8,506","6,606","6,514","7,921","12,532"
EBITDA,EBITDA ($k),"57,635","76,859","60,338","54,129","41,004","30,141","14,017","-1,160","9,505","-3,665","20,998","39,690","37,421","39,658","38,515","41,957","36,398"
EBITDA,Stock-Based Comp ($k),"67,680","69,868","73,038","79,419","85,581","88,686","90,870","88,334","84,787","75,844","64,067","53,515","44,549","38,645","33,946","27,832","21,355"
EBITDA,Others Adj.,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Adj. EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
EBITDA,Covenant EBITDA,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD
Capital Structure,Stock Price,109.11,95.51,97.54,85.47,84.15,62.56,75.84,72.11,45.47,44.22,52.50,64.40,77.32,68.94,68.97,62.57,58.18
Capital Structure,O/S Shares,"85,289,000","84,835,000","83,607,000","82,587,000","81,760,000","80,431,000","79,986,000","80,191,000","80,266,000","79,161,902","78,544,186","86,184,854","79,008,000","73,718,181","75,263,000","74,651,000","74,651,000"
Capital Structure,Market Capitalization ($k),"9,305,883","8,102,591","8,155,027","7,058,711","6,880,104","5,031,763","6,066,138","5,782,573","3,649,695","3,500,539","4,123,570","5,550,305","6,108,899","5,082,131","5,190,889","4,670,913","4,343,195"
Capital Structure,Cash ($k),"561,898","513,371","507,008","557,605","467,459","431,188","418,338","378,377","316,146","311,853","416,137","405,578","413,743","455,858","260,098","243,364","241,221"
Capital Structure,Debt ($k),"259,123","259,508","259,143","338,678","338,834","339,536","337,375","339,971","340,065","338,620","330,449","254,982","229,188","228,748","228,481","226,536","253,691"
Capital Structure,Enterprise Value ($k),"9,003,108","7,848,728","7,907,162","6,839,784","6,751,479","4,940,111","5,985,175","5,744,167","3,673,614","3,527,306","4,037,882","5,399,709","5,924,344","4,855,021","5,159,272","4,654,085","4,355,665"
Capital Structure,netCommonStockIssuance ($k),0,0,"17,383",0,0,0,0,"-6,255","-15,272",0,"-4,387",0,0,"200,000",0,0,0
Capital Structure,netDebtIssuance ($k),0,0,"-81,729",0,0,0,0,0,0,370,0,0,0,0,0,"-30,000",0
Liquidity & Cash Flow,DSO,78.6,83.6,88.2,86.4,88.9,87.5,89.1,88.8,87.6,85.3,78.1,77.4,75.6,74.4,76.5,75.9,76.3
Liquidity & Cash Flow,DIO,-14.3,-14.8,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.2,5.5
