symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
USB-PP,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/usb-20260624.htm,False,
USB-PP,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/exhibit991-ccar2026relea.htm,False,
USB-PR,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/usb-20260624.htm,False,
USB-PR,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/exhibit991-ccar2026relea.htm,False,
USB-PS,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/usb-20260624.htm,False,
USB-PS,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/exhibit991-ccar2026relea.htm,False,
USB,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/usb-20260624.htm,False,
USB,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/exhibit991-ccar2026relea.htm,False,
USB-PQ,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/usb-20260624.htm,False,
USB-PQ,2026-06-24 00:00:00,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/0000036104-26-000035-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/36104/000003610426000035/exhibit991-ccar2026relea.htm,False,
