Category,Metric,LTM (Current),LTM (-1Q),LTM (-2Q),LTM (-3Q),LTM (-1 Years),LTM (-5Q),LTM (-6Q),LTM (-7Q),LTM (-2 Years),LTM (-9Q),LTM (-10Q),LTM (-11Q),LTM (-3 Years),LTM (-13Q),LTM (-14Q),LTM (-15Q),LTM (-4 Years)
Header,Fiscal Period,2026-Q1,2025-Q4,2025-Q3,2025-Q2,2025-Q1,2024-Q4,2024-Q3,2024-Q2,2024-Q1,2023-Q4,2023-Q3,2023-Q2,2023-Q1,2022-Q4,2022-Q3,2022-Q2,2022-Q1
Header,Statement Date,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31
Header,Filing Date,2026-04-30,2026-02-26,2025-11-07,2025-08-01,2025-05-02,2025-02-28,2024-11-08,2024-10-02,2024-05-03,2024-02-23,2023-11-03,2023-08-04,2023-05-05,2023-02-24,2022-11-04,2022-08-05,2022-05-06
Revenue & Margin,Segment-1,-,"Product and Service, Other",-,-,-,"Product and Service, Other",-,-,-,Data,-,-,-,Data,-,-,-
Revenue & Margin,Segment-1 %,-,59.7%,-,-,-,50.7%,-,-,-,57.4%,-,-,-,53.8%,-,-,-
Revenue & Margin,Segment-2,-,"Business Services, Other",-,-,-,"Business Services, Other",-,-,-,Business Services,-,-,-,Video,-,-,-
Revenue & Margin,Segment-2 %,-,40.3%,-,-,-,37.0%,-,-,-,17.9%,-,-,-,18.7%,-,-,-
Revenue & Margin,Segment-3,-,-,-,-,-,Fees Imposed by Various Governmental Authorities Passed Through to Customer,-,-,-,Video,-,-,-,Business Services,-,-,-
Revenue & Margin,Segment-3 %,-,-,-,-,-,12.3%,-,-,-,15.1%,-,-,-,17.6%,-,-,-
Revenue & Margin,Others,-,-,-,-,-,-,-,-,-,"Product and Service, Other, Voice, Fees Imposed by Various Governmental Authorities Passed Through to Customer",-,-,-,"Product and Service, Other, Voice, Fees Imposed by Various Governmental Authorities Passed Through to Customer",-,-,-
