symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
PED,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/1141197/000165495426006883/0001654954-26-006883-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/1141197/000165495426006883/ped_8k.htm,False,
MEIP,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/1262104/000119312526316284/0001193125-26-316284-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1262104/000119312526316284/lits-20260724.htm,False,
MEIP,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/1262104/000119312526316284/0001193125-26-316284-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1262104/000119312526316284/lits-ex99_1.htm,False,
LGL-WT,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/0001437749-26-024429-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/lglg20260716_8k.htm,False,
LGL-WT,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/0001437749-26-024429-index.htm,EX-99.1,PRESS RELEASE,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/ex_989264.htm,False,
LGL,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/0001437749-26-024429-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/lglg20260716_8k.htm,False,
LGL,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/0001437749-26-024429-index.htm,EX-99.1,PRESS RELEASE,https://www.sec.gov/Archives/edgar/data/61004/000143774926024429/ex_989264.htm,False,
SRFM,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/1936224/000119312526316275/0001193125-26-316275-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1936224/000119312526316275/srfm-20260724.htm,False,
SRFM,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/1936224/000119312526316275/0001193125-26-316275-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1936224/000119312526316275/srfm-ex99_1.htm,False,
ONDS,2026-07-24 00:00:00,https://www.sec.gov/Archives/edgar/data/1646188/000121390026081490/0001213900-26-081490-index.htm,8-K,CURRENT REPORT,https://www.sec.gov/Archives/edgar/data/1646188/000121390026081490/ea0298575-8k_ondas.htm,False,
