symbol,filingDate,filing_detail_url,document_type,document_description,document_url,matched,error
QSEAR,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/2047455/000182912626009312/0001829126-26-009312-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2047455/000182912626009312/quartzsea_8k.htm,False,
QSEAU,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/2047455/000182912626009312/0001829126-26-009312-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2047455/000182912626009312/quartzsea_8k.htm,False,
QSEA,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/2047455/000182912626009312/0001829126-26-009312-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2047455/000182912626009312/quartzsea_8k.htm,False,
MDWK,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1295514/000149315226040103/0001493152-26-040103-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/1295514/000149315226040103/form8-k.htm,False,
MDWK,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/1295514/000149315226040103/0001493152-26-040103-index.htm,EX-99.1,EX-99.1,https://www.sec.gov/Archives/edgar/data/1295514/000149315226040103/ex99-1.htm,False,
None,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/2020737/000149315226040102/0001493152-26-040102-index.htm,8-K,8-K,https://www.sec.gov/Archives/edgar/data/2020737/000149315226040102/form8-k.htm,True,
None,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/2020737/000149315226040102/0001493152-26-040102-index.htm,EX-10.1,EX-10.1,https://www.sec.gov/Archives/edgar/data/2020737/000149315226040102/ex10-1.htm,True,
None,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/2020737/000149315226040102/0001493152-26-040102-index.htm,EX-10.2,EX-10.2,https://www.sec.gov/Archives/edgar/data/2020737/000149315226040102/ex10-2.htm,False,
PARR,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/821483/000143774926028947/0001437749-26-028947-index.htm,8-K,FORM 8-K,https://www.sec.gov/Archives/edgar/data/821483/000143774926028947/parr20260825_8k.htm,False,
PARR,2026-08-25 00:00:00,https://www.sec.gov/Archives/edgar/data/821483/000143774926028947/0001437749-26-028947-index.htm,EX-99.1,EXHIBIT 99.1,https://www.sec.gov/Archives/edgar/data/821483/000143774926028947/ex_1009087.htm,False,
